species_label,species,family,Tag,growth_form,mesh_size,diameter_class,diameter_1 size_cm,diameter_2 size_cm,diameter_3 size_cm,Bark thickness_1 _mm,Bark thickness_2 _mm,Bark thickness_3 _mm,Bark thickness_4_mm,length_cm,Wet_weight_of_wood_block_g,Wet_weight_of_small_pieces_of_wood_g,Volume_of_wet_small_pieces/g,Dry_weight_of_small_wood_blocks_g,Dry_volume_of_small_wood_blocks/g
F53,Tectona grandis,,T0119,Trees,Invertebrates access,2.5 cm,3,3,2.9,1.71,1.43,1.73,1.37,20,130.16,13.53,15.35,7.31,12.47
F53,Tectona grandis,,T0117,Trees,Invertebrates access,2.5 cm,3,3,2.8,1.31,1.76,1.17,1.5,19.5,119.84,11.34,13.72,6.05,10.26
F53,Tectona grandis,,T0103,Trees,Invertebrates access,2.5 cm,2.2,2.3,2.2,1.81,1.28,1.53,1.57,20.5,60.94,5.72,7.97,3.05,6.61
F53,Tectona grandis,,T0129,Trees,Invertebrates access,2.5 cm,3.3,3,3,2,1.51,1.94,1.64,20,152.55,16.3,18.66,7.25,12.68
F53,Tectona grandis,,T0161,Trees,Invertebrates access,5.0 cm,4.4,4.6,4.6,3.6,5.05,4.6,3.98,20.5,322.92,34.25,35.29,15.78,24.3
F53,Tectona grandis,,T0181,Trees,Invertebrates access,5.0 cm,3.5,3.6,3.7,3.23,2.83,2.79,3.1,19.5,183.31,18.34,21.54,9.53,15.86
F53,Tectona grandis,,T0167,Trees,Invertebrates access,5.0 cm,3.7,4,4,1.91,2.72,2.12,2.05,19,214.78,22,23.74,11.19,17.27
F53,Tectona grandis,,T0151,Trees,Invertebrates access,5.0 cm,3.3,3.3,3.3,1.52,1.56,0.97,2.01,20,142.43,14.46,17.96,7.6,14.12
F53,Tectona grandis,,T0177,Trees,Invertebrates access,5.0 cm,3.8,3.9,3.9,2.43,3.29,2.27,2.73,20.5,235.3,20.99,22.53,9.27,15.96
F53,Tectona grandis,,T0159,Trees,Invertebrates access,5.0 cm,3.8,3.9,3.9,2.41,2.3,2.78,2.12,20.5,236.73,26.65,28.36,11.18,18.52
F53,Tectona grandis,,T0169,Trees,Invertebrates access,5.0 cm,3.6,3.8,3.8,3.97,3.17,1.94,2.57,19.5,194.95,20.83,23.09,9.24,15.9
F53,Tectona grandis,,T0153,Trees,Invertebrates access,5.0 cm,3.5,3.5,3.9,3.15,2.67,3.22,2.93,19.7,190.49,23.47,24.05,11.82,19.34
F53,Tectona grandis,,T0171,Trees,Invertebrates access,5.0 cm,3.4,3.4,3.5,3.21,2.09,1.79,3.36,19.5,158.75,21.43,23.69,10.85,18.55
F53,Tectona grandis,,T0172,Trees,Invertebrates blocked,5.0 cm,3.3,3.4,3.5,1.98,2.17,1.57,1.5,19.5,162.11,17.67,19.9,8.94,15.14
F53,Tectona grandis,,T0178,Trees,Invertebrates blocked,5.0 cm,3.4,3.3,3.2,1.55,1.39,1.92,1.32,19.5,144.57,17.32,22.01,9.06,17.8
F53,Tectona grandis,,T0182,Trees,Invertebrates blocked,5.0 cm,3,3.1,2.6,2.46,1.73,1.61,1.26,19,129.88,18.51,20.52,9.97,16.24
F53,Tectona grandis,,T0162,Trees,Invertebrates blocked,5.0 cm,3.1,3.2,3,1.2,1.57,1.97,1.69,19,136.45,13.06,15.87,6.88,11.91
F53,Tectona grandis,,T0180,Trees,Invertebrates blocked,5.0 cm,3.2,3.2,3.2,2.53,1.78,1.94,1.79,19.5,146.47,15.58,17.44,7.88,13.16
F53,Tectona grandis,,T0158,Trees,Invertebrates blocked,5.0 cm,3.2,3.2,3.2,1.92,2.08,1.86,1.75,19.5,140.65,15.92,18.82,8.26,15
F53,Tectona grandis,,T0156,Trees,Invertebrates blocked,5.0 cm,3.2,3.4,3.6,1.7,2.04,1.97,1.44,20,161.44,15.9,18.04,7.8,14.21
F53,Tectona grandis,,T0110,Trees,Invertebrates blocked,2.5 cm,2.9,2.9,2.9,2.14,2.18,2.42,1.93,20,118.23,13.2,15.34,5.65,10.32
F53,Tectona grandis,,T0112,Trees,Invertebrates blocked,2.5 cm,3.1,3.2,3.1,1.49,1.78,2.12,1.71,20,145.01,14.97,17.55,7.07,13.08
F53,Tectona grandis,,T0128,Trees,Invertebrates blocked,2.5 cm,2.7,2.9,2.9,2.18,1.34,1.55,1.98,20,122.77,13.28,15.19,6.87,11.85
F53,Tectona grandis,,T0102,Trees,Invertebrates blocked,2.5 cm,2.5,2.6,2.4,1.13,0.92,1.33,1.34,20.5,89.9,8.93,10.81,4.48,8.18
F53,Tectona grandis,,T0104,Trees,Invertebrates blocked,2.5 cm,2.3,2.4,2.4,1.03,1.63,1.42,1.99,20,77.54,7.64,9.52,3.99,7.48
F53,Tectona grandis,,T0124,Trees,Invertebrates blocked,2.5 cm,2.9,2.8,2.8,1.43,1.47,2.05,1.67,19.5,101.69,11.05,13.76,5.89,11.05
F53,Tectona grandis,,T0114,Trees,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,1.1,1.24,0.97,1.12,20,80.34,8.01,9.87,4.11,7.72
F53,Tectona grandis,,T0126,Trees,Invertebrates blocked,2.5 cm,2.1,2.2,2.1,1.36,1.08,1.35,1.06,19.5,70.72,7.01,8.51,3.28,6.4
F53,Tectona grandis,,T0106,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.5,1.55,1.49,1.74,1.49,20,91.12,11.26,12.78,5.24,9.18
F53,Tectona grandis,,T0120,Trees,Invertebrates blocked,2.5 cm,2.2,2.2,2.2,0.94,0.27,1.19,1.12,20.5,70.86,6.53,8.52,3.33,6.72
F53,Tectona grandis,,T0132,Trees,Invertebrates blocked,2.5 cm,2.8,2.9,2.6,1.21,1.41,1.28,1.28,19.5,100.81,10.24,12.82,5.21,10.12
F53,Tectona grandis,,T0118,Trees,Invertebrates blocked,2.5 cm,2.8,2.8,2.7,1.29,2.01,1.91,1.52,20,110.49,12.3,14.43,5.51,10.16
F53,Tectona grandis,,T0116,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.5,1.61,1.32,1.43,0.99,20,93.1,10.07,11.6,5.42,9.3
F53,Tectona grandis,,T0122,Trees,Invertebrates blocked,2.5 cm,2.6,2.7,2.7,2.17,1.66,1.42,2.12,20,108.75,9.44,11.48,4.31,8.23
F53,Tectona grandis,,T0130,Trees,Invertebrates blocked,2.5 cm,2.6,2.4,2.4,1.92,2.16,1.87,1.76,19,78.01,8.94,10.55,4.71,8.09
F53,Tectona grandis,,T0108,Trees,Invertebrates blocked,2.5 cm,2.7,2.6,2.5,1.49,1.67,1.21,1.03,20.5,92.77,9.19,10.84,3.88,7.34
F53,Tectona grandis,,T0176,Trees,Invertebrates blocked,5.0 cm,3.8,3.9,3.7,1.11,1.44,1.95,1.66,20,194.35,18.92,23.89,9.58,18.46
F53,Tectona grandis,,T0168,Trees,Invertebrates blocked,5.0 cm,3.4,3.3,3.4,3.52,2.11,3.75,2.33,20,161.79,19.49,21.82,8.45,14.25
F53,Tectona grandis,,T0170,Trees,Invertebrates blocked,5.0 cm,3.9,3.7,3.7,4.32,3.39,3.3,3.69,20,185.84,21.1,25.83,10.83,19.85
F53,Tectona grandis,,T0166,Trees,Invertebrates blocked,5.0 cm,3.7,3.8,3.9,2.33,2.57,1.98,2.59,20,214.51,22.89,24.76,11.4,19.04
F53,Tectona grandis,,T0164,Trees,Invertebrates blocked,5.0 cm,4,3.8,3.8,3.09,3.08,2.66,2.66,20.5,212.37,21.76,24.64,9.28,16.58
F53,Tectona grandis,,T0174,Trees,Invertebrates blocked,5.0 cm,4,4.3,4.4,3.44,4.27,4.25,3.4,21,296.78,25.7,27.8,11.5,18.91
F53,Tectona grandis,,T0154,Trees,Invertebrates blocked,5.0 cm,3.3,3.3,3.5,1.54,1.81,2.09,2.04,20,156.14,16.07,19.14,8.66,15.44
F53,Tectona grandis,,T0152,Trees,Invertebrates blocked,5.0 cm,3.5,3.5,3.3,2.14,2.25,2.66,2.46,19.5,167.33,18.47,22.22,9.67,16.76
F53,Tectona grandis,,T0160,Trees,Invertebrates blocked,5.0 cm,4,4,4.1,1.59,2.04,1.9,2.25,19.5,210.95,21.42,28.76,11.4,23.44
F52,Kleinhovia hospita,,T0856,Trees,Invertebrates blocked,5.0 cm,4.9,5.3,5.5,2.36,2.46,1.83,1.87,21,329.75,30.68,42.24,15.44,25.02
F52,Kleinhovia hospita,,T0854,Trees,Invertebrates blocked,5.0 cm,4.3,4.4,4.5,2.23,1.57,2.3,2.59,20.5,225.74,23.76,33.87,11.93,27.35
F52,Kleinhovia hospita,,T0866,Trees,Invertebrates blocked,5.0 cm,4.1,4.2,4.2,2.15,2.26,1.36,1.77,20,191.51,21.06,29.38,10.14,23.56
F52,Kleinhovia hospita,,T0858,Trees,Invertebrates blocked,5.0 cm,4.8,5.3,5.2,2.63,2.02,2.11,1.63,21,335.84,26.63,38.92,13.08,31.67
F52,Kleinhovia hospita,,T0876,Trees,Invertebrates blocked,5.0 cm,6.1,6.1,6.3,1.78,1.38,1.81,1.84,21,436.7,46.7,64.61,24.34,55.28
F52,Kleinhovia hospita,,T0870,Trees,Invertebrates blocked,5.0 cm,4.2,4.2,4.3,2.71,2.12,2.31,2.05,20,201.66,20.67,30.19,10.06,24.3
F52,Kleinhovia hospita,,T0868,Trees,Invertebrates blocked,5.0 cm,6.1,6.1,6.2,3.03,2.93,2.62,2.58,20,426.76,45.77,63.81,22.65,51.32
F52,Kleinhovia hospita,,T0820,Trees,Invertebrates blocked,2.5 cm,2.2,2.3,2.3,1.42,1.41,1.47,1.2,20,68.78,6.3,8.55,3.41,7.49
F52,Kleinhovia hospita,,T0808,Trees,Invertebrates blocked,2.5 cm,1.9,1.9,1.8,1.19,1.09,1.87,1.66,20,47.74,4.76,6.5,2.57,5.66
F52,Kleinhovia hospita,,T0802,Trees,Invertebrates blocked,2.5 cm,2,2.1,2.1,0.19,0.64,0.53,0.6,20,43.85,4.33,7.33,2.15,5.77
F52,Kleinhovia hospita,,T0804,Trees,Invertebrates blocked,2.5 cm,2.1,2.1,2.1,1.01,0.93,0.58,0.93,19.5,44.75,5.12,8.35,2.55,7.18
F52,Kleinhovia hospita,,T0832,Trees,Invertebrates blocked,2.5 cm,2.7,2.8,3,1.68,1.22,1.27,1.54,20.5,95.01,10.2,14.31,5.04,11.66
F52,Kleinhovia hospita,,T0806,Trees,Invertebrates blocked,2.5 cm,2.7,2.7,2.8,1.4,0.8,2.12,1.57,20.5,87.66,9.12,13.32,4.93,70.96
F52,Kleinhovia hospita,,T0814,Trees,Invertebrates blocked,2.5 cm,2.3,2.3,2.4,1.06,0.9,0.89,0.81,19,58.78,6.11,9.97,3.13,8.45
F52,Kleinhovia hospita,,T0826,Trees,Invertebrates blocked,2.5 cm,2.4,2.3,2.3,1.14,1.26,0.99,0.86,20,58.62,6.2,10.36,3.55,8.83
F52,Kleinhovia hospita,,T0824,Trees,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,0.87,0.71,0.79,0.87,20,59.6,6.46,10.34,3.61,9.16
F52,Kleinhovia hospita,,T0810,Trees,Invertebrates blocked,2.5 cm,2.1,2.2,2.3,0.84,0.78,1.21,0.94,20,51.37,5.09,8.58,2.79,7.64
F52,Kleinhovia hospita,,T0818,Trees,Invertebrates blocked,2.5 cm,3.6,3.6,3.5,1.41,1.39,1.36,1.23,20.5,140.95,16.57,23.23,9.49,13.27
F52,Kleinhovia hospita,,T0812,Trees,Invertebrates blocked,2.5 cm,3.4,3.4,3.3,0.96,1.54,1.34,1.33,20.5,125.35,14.85,21.71,8.4,18.62
F52,Kleinhovia hospita,,T0816,Trees,Invertebrates blocked,2.5 cm,2.3,2.3,1.3,0.88,0.98,1.18,1.08,19.5,56.27,5.46,9.1,2.93,7.79
F52,Kleinhovia hospita,,T0828,Trees,Invertebrates blocked,2.5 cm,3.3,3.3,3.3,1.81,1.64,1.3,1.86,20,116.37,12.63,18.64,7.08,15.74
F52,Kleinhovia hospita,,T0830,Trees,Invertebrates blocked,2.5 cm,3.2,3.4,3.3,2.65,2.09,0.98,2.06,20,123.54,13.19,18.89,6.56,15.64
F52,Kleinhovia hospita,,T0822,Trees,Invertebrates blocked,2.5 cm,2.5,2.5,2.5,1.31,1.04,0.77,1.12,19.5,67.16,6.67,10.62,3.87,9.45
F52,Kleinhovia hospita,,T0872,Trees,Invertebrates blocked,5.0 cm,7.5,7.5,7.3,2.98,2.52,3.96,3.49,20,607.83,69.26,97.69,34.59,79.57
F52,Kleinhovia hospita,,T0874,Trees,Invertebrates blocked,5.0 cm,4.5,4.4,4.4,2.06,1.76,2.39,2.05,20.5,221.11,24.88,36.65,12.14,29.65
F52,Kleinhovia hospita,,T0862,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.5,2.42,1.85,2.78,1.88,20,230.8,23.73,32.62,11.3,25.91
F52,Kleinhovia hospita,,T0880,Trees,Invertebrates blocked,5.0 cm,4.3,4.3,4.3,2.35,2.68,2.65,2.11,19.5,207.43,22.24,31.5,10.1,24.67
F52,Kleinhovia hospita,,T0860,Trees,Invertebrates blocked,5.0 cm,4,4.1,4.1,2.79,1.35,1.67,1.5,20.5,189.18,19.13,27.12,9.33,22.18
F52,Kleinhovia hospita,,T0882,Trees,Invertebrates blocked,5.0 cm,4.3,4.3,4.3,1.98,2.1,2.14,1.53,19.5,207.29,24.29,34.44,11.64,27.74
F52,Kleinhovia hospita,,T0852,Trees,Invertebrates blocked,5.0 cm,4.5,4.7,5.1,2.73,1.75,2.76,2.01,20,281.99,26.52,36.77,12.99,29.18
F52,Kleinhovia hospita,,T0878,Trees,Invertebrates blocked,5.0 cm,5.4,5.5,5.4,2.4,2.55,1.79,2.53,20,338.38,36.4,50.93,17.84,40.19
F52,Kleinhovia hospita,,T0864,Trees,Invertebrates blocked,5.0 cm,6,7.2,6.6,3.07,2.96,1.74,3.1,20.5,524.04,41.49,58.25,21.05,47.85
F52,Kleinhovia hospita,,T0823,Trees,Invertebrates access,2.5 cm,4.1,4.5,4.3,2.31,2.85,3.2,2.02,19.5,211.21,22.59,30.94,10.67,24.52
F52,Kleinhovia hospita,,T0809,Trees,Invertebrates access,2.5 cm,3.4,3.5,3.4,1.52,1.68,1.89,1.71,20,126.8,13.31,19.86,7.17,16.35
F52,Kleinhovia hospita,,T0803,Trees,Invertebrates access,2.5 cm,3.9,3.8,3.9,2.44,2.33,1.54,2.6,20,169.73,19.12,25.92,9.04,20.75
F52,Kleinhovia hospita,,T0829,Trees,Invertebrates access,2.5 cm,3.3,3.2,3.1,3.1,2.9,2.2,2.22,20,121.06,15.54,21.02,7.07,16.26
F52,Kleinhovia hospita,,T0801,Trees,Invertebrates access,2.5 cm,2.6,2.7,2.9,1.85,1.4,1.78,1.36,20,89.09,9.03,12.09,4.69,9.65
F52,Kleinhovia hospita,,T0815,Trees,Invertebrates access,2.5 cm,3.8,3.9,4.4,2.89,1.86,2.59,1.27,20,171.56,18.99,26.51,9.15,21.25
F52,Kleinhovia hospita,,T0817,Trees,Invertebrates access,2.5 cm,3.5,3.6,3.6,1.98,1.01,1.93,1.36,20,143.88,15.48,21.87,7.32,17.43
F52,Kleinhovia hospita,,T0805,Trees,Invertebrates access,2.5 cm,4.1,4.2,4.1,1.94,1.85,1.97,2.18,20,190.53,20.92,29.81,10.24,24.77
F52,Kleinhovia hospita,,T0827,Trees,Invertebrates access,2.5 cm,1.9,2,2.2,0.93,1.32,1.28,0.93,20.5,113.84,4.92,6.82,2.59,5.86
F52,Kleinhovia hospita,,T0811,Trees,Invertebrates access,2.5 cm,4,3.9,3.7,1.07,1.24,1.05,1.6,20,183.78,22.25,30.74,10.66,25.6
F52,Kleinhovia hospita,,T0819,Trees,Invertebrates access,2.5 cm,3.5,3.2,3.3,1.51,1.84,1.96,1.52,20,112.98,13.04,19.17,6.74,15.47
F52,Kleinhovia hospita,,T0807,Trees,Invertebrates access,2.5 cm,2,1.9,2,1.03,0.73,1.53,1.18,20,47.04,6.75,8.95,3.6,7.76
F52,Kleinhovia hospita,,T0813,Trees,Invertebrates access,2.5 cm,2.1,2.1,2.1,1.77,1.75,1.42,1.03,20,45.71,4.68,8.24,2.36,6.05
F52,Kleinhovia hospita,,T0821,Trees,Invertebrates access,2.5 cm,3.5,3.4,3.4,1.3,0.95,1.49,1.57,19.5,127.38,15.16,21.58,8.35,18.34
F52,Kleinhovia hospita,,T0831,Trees,Invertebrates access,2.5 cm,2.6,2.5,2.5,1.5,2.09,1.97,1.65,20,80.57,8.56,11.38,4.29,9.5
F52,Kleinhovia hospita,,T0825,Trees,Invertebrates access,2.5 cm,3.3,3.3,3.1,1.95,1.77,1.81,1.94,18.5,111.91,12.48,18.3,6.55,14.58
F52,Kleinhovia hospita,,T0851,Trees,Invertebrates access,5.0 cm,6.8,6.8,6.6,3.54,1.92,3.36,2.51,19.5,480.33,58.62,82.92,29.5,67.24
F52,Kleinhovia hospita,,T0853,Trees,Invertebrates access,5.0 cm,6.8,7.1,7.2,4.02,2.25,2.32,3.36,20,542.08,61.99,86.92,30.75,70.52
F52,Kleinhovia hospita,,T0865,Trees,Invertebrates access,5.0 cm,6.6,5.9,5.8,2.31,1.22,2.92,1.64,19.5,390.14,39.63,57.81,20.13,47.78
F52,Kleinhovia hospita,,T0857,Trees,Invertebrates access,5.0 cm,6.2,5,5.1,1.84,2.11,1.8,2.71,20.5,321.17,30.25,40.78,14.97,32.52
F52,Kleinhovia hospita,,T0859,Trees,Invertebrates access,5.0 cm,6.3,5.9,5.6,2.18,2.19,2.09,3.06,21,395.32,36.97,51.44,18.53,41.35
F52,Kleinhovia hospita,,T0863,Trees,Invertebrates access,5.0 cm,5.6,5.7,6,1.62,2.5,1.48,1.14,20,391.09,45.51,64.49,22.9,54.33
F52,Kleinhovia hospita,,T0875,Trees,Invertebrates access,5.0 cm,5.4,5.6,5.5,2.13,2.58,1.78,2.14,20,346.27,36.57,53.77,18.65,44.86
F52,Kleinhovia hospita,,T0877,Trees,Invertebrates access,5.0 cm,5,5.1,5.1,2.73,2.7,2.99,2.88,20,304.83,34.38,46.99,16.56,26.03
F52,Kleinhovia hospita,,T0869,Trees,Invertebrates access,5.0 cm,5.1,5.1,5.2,2.71,2.89,2.45,2.33,20,311.34,37.27,56.68,18.16,39.22
F52,Kleinhovia hospita,,T0871,Trees,Invertebrates access,5.0 cm,8.3,8.5,8.6,2.85,2.55,2.24,2.45,20,786.64,80.3,151.33,42.5,98.55
F52,Kleinhovia hospita,,T0867,Trees,Invertebrates access,5.0 cm,5.4,6.4,5.7,2.29,2.73,2.46,2.39,20,411.84,40.6,55.6,19.87,44.35
F52,Kleinhovia hospita,,T0861,Trees,Invertebrates access,5.0 cm,5.3,5.5,5.3,2.91,1.69,1.2,2.1,22.5,360.64,35.99,49.38,18.17,41.31
F52,Kleinhovia hospita,,T0879,Trees,Invertebrates access,5.0 cm,5.4,5.5,5.5,2.49,2.27,1.9,2.27,21,341.56,33.71,47.52,16.41,38.97
F52,Kleinhovia hospita,,T0855,Trees,Invertebrates access,5.0 cm,8,8.1,8.1,2.67,2.4,2.69,3.18,20.5,732.07,78.93,111.73,40.01,92.49
F52,Kleinhovia hospita,,T0881,Trees,Invertebrates access,5.0 cm,5.2,6.3,6.4,3.57,2.48,2.68,3.06,20,450.99,51.06,72.09,26.02,59.63
F52,Kleinhovia hospita,,T0873,Trees,Invertebrates access,5.0 cm,7.6,7.8,7.8,3.37,2.21,2.41,3.16,20.5,671.82,70.75,97.76,34.97,80.9
F66,Toona ciliata,,T0632,Trees,Invertebrates blocked,2.5 cm,3.5,3.5,3.6,1.9,1.79,1.89,1.68,20,172.26,18.18,21.79,8.61,17.26
F66,Toona ciliata,,T0614,Trees,Invertebrates blocked,2.5 cm,2.2,2.1,2.1,1.44,1.53,1.74,1.42,22,68.5,7.31,8.92,4.01,7.43
F66,Toona ciliata,,T0630,Trees,Invertebrates blocked,2.5 cm,3.2,3.2,3.4,2.5,1.38,1.2,2.2,22,173.2,15.74,17.79,7.58,13.76
F66,Toona ciliata,,T0602,Trees,Invertebrates blocked,2.5 cm,1.8,1.7,1.6,1.43,1.08,1.14,1.13,20,41.95,4.3,4.61,2.14,3.96
F66,Toona ciliata,,T0616,Trees,Invertebrates blocked,2.5 cm,2.8,2.6,2.7,2.6,1.5,1.93,1.7,22,116.84,13.04,14.11,6.33,11.3
F66,Toona ciliata,,T0624,Trees,Invertebrates blocked,2.5 cm,3.3,3.3,3.3,2.14,2.24,2.44,2.19,19.5,153.28,17.66,20.05,8.56,15.46
F66,Toona ciliata,,T0622,Trees,Invertebrates blocked,2.5 cm,2.9,3,3,1.96,2.73,1.96,2.5,22,134.51,13.98,15.06,6.61,12.07
F66,Toona ciliata,,T0620,Trees,Invertebrates blocked,2.5 cm,3,2.9,2.7,1.45,2.29,1.42,1.43,22,123.87,12.03,13.45,5.8,10.55
F66,Toona ciliata,,T0606,Trees,Invertebrates blocked,2.5 cm,1.8,1.9,2,0.88,0.8,0.75,1.15,21,53.43,4.99,6.85,2.9,5.83
F66,Toona ciliata,,T0618,Trees,Invertebrates blocked,2.5 cm,2.5,2.6,2.7,1.22,1.28,1.15,1.29,20.5,94.26,8.95,10.82,4.79,9.18
F66,Toona ciliata,,T0626,Trees,Invertebrates blocked,2.5 cm,2.9,2.7,2.8,1.79,1.4,1.14,1.09,22,111.5,13.21,15.81,6.81,12.98
F66,Toona ciliata,,T0604,Trees,Invertebrates blocked,2.5 cm,2.5,2.4,2.3,1.13,0.93,1.11,1.39,20,82.44,7.87,9.63,4.31,8.24
F66,Toona ciliata,,T0608,Trees,Invertebrates blocked,2.5 cm,2.1,2.1,2.2,1.52,1.27,1.23,1.04,20,63.66,6.39,7.36,3.55,6.22
F66,Toona ciliata,,T0612,Trees,Invertebrates blocked,2.5 cm,2,2,2.2,1.02,1.26,1.78,1.18,20,53.54,5.4,7.05,3.5,6.72
F66,Toona ciliata,,T0628,Trees,Invertebrates blocked,2.5 cm,3.2,3.1,2.9,1.58,2.02,2.06,2.3,21.5,141.64,14.24,16.52,7.04,13.18
F66,Toona ciliata,,T0610,Trees,Invertebrates blocked,2.5 cm,2.3,2.1,1.9,1.05,0.97,1.74,1.05,20,60.65,6.07,6.94,3.28,6.14
F66,Toona ciliata,,T0653,Trees,Invertebrates access,5.0 cm,3.6,3.6,3.7,1.93,1.53,1.83,1.65,21.5,193.82,21.32,25.86,10.18,19.52
F66,Toona ciliata,,T0667,Trees,Invertebrates access,5.0 cm,3.7,3.6,3.6,2.37,2.04,2.67,2.26,20,189.42,21.27,23.92,10.03,18.65
F66,Toona ciliata,,T0665,Trees,Invertebrates access,5.0 cm,4.3,4.3,4.5,3.26,2.64,2.62,2.62,20,281.56,34.42,37.73,15.54,29.27
F66,Toona ciliata,,T0675,Trees,Invertebrates access,5.0 cm,4.3,4.4,4.4,2.89,2.57,2.91,2.25,20,272.76,28.85,37.72,13.46,25.46
F66,Toona ciliata,,T0655,Trees,Invertebrates access,5.0 cm,3.9,3.8,3.9,2.06,2.26,1.86,1.76,20,211.9,23.32,26.49,11.04,20.64
F66,Toona ciliata,,T0657,Trees,Invertebrates access,5.0 cm,3.3,3.5,3.5,2.11,1.86,1.44,1.85,19.5,163.91,18.34,21.02,8.85,16.43
F66,Toona ciliata,,T0681,Trees,Invertebrates access,5.0 cm,3.7,3.8,3.8,3.19,2.47,2.09,2.02,20.5,216,23.21,26.57,10.91,20.53
F66,Toona ciliata,,T0671,Trees,Invertebrates access,5.0 cm,3.8,3.8,3.7,2.63,2.27,2.71,2.14,19.5,194.04,23.39,25.93,11.37,19.93
F66,Toona ciliata,,T0661,Trees,Invertebrates access,5.0 cm,3.9,3.9,4,2.68,1.49,2.05,1.95,20,226.18,23.91,26.37,11.74,21.78
F66,Toona ciliata,,T0678,Trees,Invertebrates blocked,5.0 cm,5.8,5.8,5.8,4.08,4.14,4.34,3.47,19.5,499.28,62.35,64.2,30.1,51.61
F66,Toona ciliata,,T0668,Trees,Invertebrates blocked,5.0 cm,4.9,5,5,2.66,2.54,3,2.28,20,366.42,42.25,45.22,20.65,36.08
F66,Toona ciliata,,T0656,Trees,Invertebrates blocked,5.0 cm,5.1,5.2,5.2,2.5,2.37,2.31,2.3,20.5,394.3,42.02,46.78,20.07,35.47
F66,Toona ciliata,,T0666,Trees,Invertebrates blocked,5.0 cm,5.2,5.2,5.2,3.09,2.13,2.58,3.05,21,440.12,48.11,50.13,23.58,40.65
F66,Toona ciliata,,T0660,Trees,Invertebrates blocked,5.0 cm,5.2,5.3,5.3,2.95,2.64,2.38,2.6,21.5,427.98,41.47,46.41,19.63,35.65
F66,Toona ciliata,,T0664,Trees,Invertebrates blocked,5.0 cm,4.7,4.8,4.8,2.21,2.25,1.83,2.54,21,334.34,34.97,42.19,17.17,32.84
F66,Toona ciliata,,T0662,Trees,Invertebrates blocked,5.0 cm,4,3.8,3.8,2.11,3.04,2.78,2.88,20,220.9,24.83,27.37,12.13,21.12
F66,Toona ciliata,,T0658,Trees,Invertebrates blocked,5.0 cm,4.7,4.5,4.5,1.65,2.62,2.96,2.29,20,312.5,34.07,36.79,16.06,29.04
F66,Toona ciliata,,T0680,Trees,Invertebrates blocked,5.0 cm,5.6,5.8,5.8,3.84,3.24,4.08,3.45,20,509.3,57.29,61.05,29.79,51.26
F66,Toona ciliata,,T0654,Trees,Invertebrates blocked,5.0 cm,4.5,4.6,4.9,1.88,1.86,1.57,1.8,20,302.27,30.09,34.8,15.36,27.95
F66,Toona ciliata,,T0670,Trees,Invertebrates blocked,5.0 cm,5.2,5.1,5.3,3.79,3.53,2.98,2.88,20.8,448.69,44.05,46.75,20.19,36.44
F66,Toona ciliata,,T0682,Trees,Invertebrates blocked,5.0 cm,4.7,4.7,4.7,2.38,2.26,2.86,1.94,21,351.11,40.38,43.79,20.11,35.48
F66,Toona ciliata,,T0674,Trees,Invertebrates blocked,5.0 cm,4.8,5,5,3.38,2.87,3.2,2.99,20,344.33,39.61,43.3,19.05,33.65
F66,Toona ciliata,,T0672,Trees,Invertebrates blocked,5.0 cm,5.3,5.3,5.3,2.54,2.73,2.57,2.12,20,422.41,50.7,52.94,24.73,43.33
F66,Toona ciliata,,T0652,Trees,Invertebrates blocked,5.0 cm,5.1,5.1,5.1,2.65,2.88,3.11,2.43,20,368.94,41.65,46.38,19.68,35.78
F66,Toona ciliata,,T0676,Trees,Invertebrates blocked,5.0 cm,4.7,4.7,4.9,2.67,3.67,3.77,2.31,19.5,342.28,36.35,40.04,17.97,31.99
F66,Toona ciliata,,T0625,Trees,Invertebrates access,2.5 cm,1.6,1.6,1.5,0.68,0.61,0.82,0.58,22,35.82,3.08,4.47,1.8,3.38
F66,Toona ciliata,,T0605,Trees,Invertebrates access,2.5 cm,2.1,2.1,2.1,1.59,1.88,1.89,1.69,19,60.73,7.91,8.51,4.1,7.4
F66,Toona ciliata,,T0611,Trees,Invertebrates access,2.5 cm,2.2,2.2,2.5,0.77,0.67,0.71,0.47,20,84.28,7.71,9.13,4.3,7.88
F66,Toona ciliata,,T0627,Trees,Invertebrates access,2.5 cm,2.3,2.3,2.3,1.35,0.89,1.05,1.08,21.5,87.09,1.68,10.89,5.3,9.23
F66,Toona ciliata,,T0613,Trees,Invertebrates access,2.5 cm,2.1,2.1,2.3,0.72,0.88,1.06,0.68,19,73.09,6.55,7.87,3.71,7.18
F66,Toona ciliata,,T0601,Trees,Invertebrates access,2.5 cm,2,2,2.1,0.8,0.89,0.92,1.02,21,59.59,5.94,6.95,3.1,6.21
F66,Toona ciliata,,T0621,Trees,Invertebrates access,2.5 cm,2.6,2.6,2.5,1.15,1.09,1.4,1.19,21,92.84,10.15,11.97,5.19,9.72
